RightHand,R,24,C
RightHand,G,4,B,VR Objects-Nail (1)
RightHand,M,7,B,1,VR Objects-Nail (1)
RightHand,RL,1,VR Objects-Nail (1)
RightHand,G,2,,VR Objects-Nail (1)
RightHand,M,3,B,1,VR Objects-Nail (1)
RightHand,RL,1,VR Objects-Nail (1)
RightHand,M,4,B,1,VR Objects-Nail (2)
RightHand,RL,2,VR Objects-Nail (2)
